,proteinName,affinity,ligandName
10951,6b2c,7.03,(C9Y)
10952,6hsk,7.03,(GOK)
10953,1gnj,7.04,(ACD)
10954,1nyx,7.04,(DRF)
10955,2aov,7.04,(C2M)
10956,2wti,7.04,(WTI)
10957,3bgp,7.04,(VX1)
10958,3mtw,7.04,(M3R)
10959,3oqf,7.04,(S51)
10960,3r91,7.04,(06H)
10961,3shy,7.04,(5FO)
10962,3t0t,7.04,(I30)
10964,3wi2,7.04,(P98)
10965,3ws9,7.04,(X4D)
10966,3wtl,7.04,(N1Y)
10967,3wtn,7.04,(N2Y)
10968,4lnw,7.04,(T3)
10969,4n6y,7.04,(2HV)
10970,4p6x,7.04,(HCY)
10971,4tpt,7.04,(35H)
10972,4yxo,7.04,(4JC)
10973,5ddc,7.04,(59V)
10975,5q13,7.04,(9MD)
10976,6ezh,7.04,(C6H)
10978,1ci7,7.05,(CB3)
10980,1nox,7.05,(FMN)
10981,1xug,7.05,(BAB)
10982,2bq7,7.05,(IID)
10983,2bub,7.05,(FPB)
10985,2g1y,7.05,(5IG)
10986,2h03,7.05,(3UN)
10988,2vwy,7.05,(7X5)
10989,2wer,7.05,(RDC)
10990,2wxo,7.05,(ZZP)
10991,3ahn,7.05,(3A1)
10992,3aho,7.05,(3A2)
10993,3i4y,7.05,(35C)
10995,3s0d,7.05,(CTV)
10996,3sfh,7.05,(1DI)
10997,3v7s,7.05,(36F)
10998,3wch,7.05,(8PH)
10999,3zhz,7.05,(FM7)
11000,4bhi,7.05,(RUJ)
11001,4e3h,7.05,(HQE)
11002,4eny,7.05,(J19)
11003,4gjc,7.05,(0MJ)
11004,4h3j,7.05,(10W)
11005,4hg7,7.05,(NUT)
11006,4j1p,7.05,(1K0)
11007,4mwy,7.05,(LNV)
11008,4qzs,7.05,(JQ1)
11009,4zsh,7.05,(4XW)
11010,5bui,7.05,(4V9)
11011,5fd2,7.05,(5XJ)
11012,5gvn,7.05,(G6F)
11014,5lli,7.05,(6Z3)
11015,5m5q,7.05,(7K1)
11016,5nvx,7.05,(4YY)
11017,5ux4,7.05,(3UT)
11018,6c0s,7.05,(EEJ)
11019,6f5h,7.05,(CQ5)
11021,6i3s,7.05,(H28)
11022,1bwn,7.06,(4IP)
11023,1ui0,7.06,(URA)
11024,2duv,7.06,(371)
11025,2eep,7.06,(AIO)
11026,2q8g,7.06,(AZX)
11027,2zsc,7.06,(BTN)
11028,3fh5,7.06,(24P)
11029,3k3h,7.06,(BYE)
11030,3po6,7.06,(DT9)
11031,3s3n,7.06,(DLU)
11032,4cwq,7.06,(W2D)
11035,4j3e,7.06,(NUT)
11036,4lxm,7.06,(1YU)
11037,4mro,7.06,(MG0)
11038,4ui6,7.06,(ECZ)
11039,4zzz,7.06,(FSU)
11040,5a6h,7.06,(OE2)
11041,5e2r,7.06,(520)
11042,5ezx,7.06,(5T5)
11044,5ur6,7.06,(8KM)
11045,5uxf,7.06,(2BA)
11046,5zc5,7.06,(09I)
11047,1ydd,7.07,(AZM)
11048,1zsh,7.07,(IHP)
11049,2aei,7.07,(03R)
11050,2ate,7.07,(NIA)
11051,2f9k,7.07,(ZOL)
11052,2oc4,7.07,(IMH)
11053,2oji,7.07,(33A)
11054,2wd3,7.07,(MS4)
11055,3cl0,7.07,(G39)
11056,3ryv,7.07,(RYV)
11057,3u7k,7.07,(MDB)
11059,4bb2,7.07,(STR)
11060,4ju3,7.07,(1O1)
11061,4jve,7.07,(1MQ)
11062,4nud,7.07,(NUD)
11063,4oc5,7.07,(2QM)
11064,4oc6,7.07,(2S1)
11066,4qew,7.07,(31P)
11067,4qkx,7.07,(35V)
11068,4qmw,7.07,(KS1)
11069,4wmy,7.07,(3S6)
11070,4xiq,7.07,(40Y)
11071,5ak5,7.07,(V2Z)
11072,5akl,7.07,(6N8)
11073,5alh,7.07,(4UA)
11074,5ali,7.07,(Q3B)
11075,5alp,7.07,(QYD)
11076,5alr,7.07,(8TM)
11077,5f5z,7.07,(5VY)
11079,5hva,7.07,(DUP)
11080,5hz5,7.07,(65X)
11081,5mpn,7.07,(YE5)
11082,1ga9,7.08,(ETP)
11083,1xpz,7.08,(4TZ)
11084,2hnx,7.08,(PLM)
11085,2ogz,7.08,(U1N)
11086,2w06,7.08,(FRV)
11087,3k3a,7.08,(G39)
11088,3rkz,7.08,(06T)
11089,3rlp,7.08,(3RP)
11090,3ty0,7.08,(082)
11092,4emf,7.08,(M7G)
11093,4gdy,7.08,(0X1)
11095,4v25,7.08,(SZ6)
11096,4wag,7.08,(3K7)
11097,4yw6,7.08,(G0P)
11099,5l2s,7.08,(6ZV)
11100,5t1s,7.08,(76Q)
11101,5xpo,7.08,(8BL)
11102,1lpg,7.09,(IMA)
11103,1yq7,7.09,(RIS)
11104,2bz6,7.09,(346)
11105,2of4,7.09,(979)
11106,2wd1,7.09,(ZZY)
11108,3f7h,7.09,(419)
11109,3fqk,7.09,(79Z)
11110,3gol,7.09,(XND)
11111,3wf5,7.09,(FZ8)
11112,4awp,7.09,(99A)
11114,4ghi,7.09,(0X3)
11115,4jkt,7.09,(04A)
11116,5ddb,7.09,(59Q)
11117,5gsa,7.09,(73K)
11118,5k0h,7.09,(6PK)
11120,5lqq,7.09,(72P)
11122,5npb,7.09,(93Z)
11123,5y8y,7.09,(8PX)
11124,6hrq,7.09,(GM5)
11126,1bmm,7.1,(BM2)
11129,1lhg,7.1,(DI5)
11130,1o6r,7.1,(R19)
11131,1t4e,7.1,(DIZ)
11132,1vrt,7.1,(NVP)
11133,2b1z,7.1,(17M)
11134,2e95,7.1,(B75)
11135,2ewp,7.1,(TXF)
11136,2f7i,7.1,(26C)
11137,2fou,7.1,(B22)
11138,2fq6,7.1,(P3F)
11139,2iku,7.1,(LIY)
11140,2il2,7.1,(LIX)
11141,2pe0,7.1,(39Z)
11142,2uvm,7.1,(GVF)
11143,2v57,7.1,(PRL)
11144,2vle,7.1,(DZN)
11145,2wjg,7.1,(GDP)
11147,2xx4,7.1,(13I)
11148,2y34,7.1,(UN9)
11149,2y6d,7.1,(TQJ)
11150,2yig,7.1,(5EL)
11151,3ebi,7.1,(BEY)
11152,3hky,7.1,(IX6)
11153,3ouh,7.1,(014)
11154,3p55,7.1,(670)
11155,3s7l,7.1,(591)
11156,3tfv,7.1,(2CN)
11157,3udd,7.1,(34M)
11158,3uo9,7.1,(04A)
11159,3w55,7.1,(1FM)
11160,3zdg,7.1,(XRX)
11161,3zo2,7.1,(15I)
11162,4aof,7.1,(7L0)
11163,4azg,7.1,(OAN)
11164,4b1c,7.1,(1B1)
11165,4bbh,7.1,(YBN)
11166,4bny,7.1,(36I)
11167,4bo5,7.1,(WI4)
11168,4crd,7.1,(OTJ)
11169,4f7n,7.1,(0SV)
11171,4piq,7.1,(3FS)
11172,4qjr,7.1,(PIZ)
11173,4rad,7.1,(3L5)
11174,4ryc,7.1,(3ZK)
11175,4tyo,7.1,(39X)
11176,4uj2,7.1,(NVV)
11177,4w97,7.1,(UCA)
11178,4ymx,7.1,(ARG)
11179,4zx8,7.1,(4TY)
11180,5da3,7.1,(58V)
11181,5dw1,7.1,(5GD)
11182,5eec,7.1,(ZXM)
11183,5f3i,7.1,(5UJ)
11184,5l9l,7.1,(GOP)
11185,5law,7.1,(6SJ)
11186,5n2f,7.1,(8HW)
11187,5t27,7.1,(74F)
11188,5v86,7.1,(8ZA)
11189,5vd2,7.1,(34W)
11190,5y3n,7.1,(8MF)
11192,6b5j,7.1,(CV4)
11193,6bfx,7.1,(DKJ)
11194,6hm7,7.1,(GDH)
11195,2gmx,7.11,(877)
11196,3e64,7.11,(5B3)
11197,3u15,7.11,(03M)
11198,3v2w,7.11,(ML5)
11199,4acx,7.11,(S8Z)
11200,4dpi,7.11,(0N1)
11201,4h1m,7.11,(0YJ)
11202,4ia0,7.11,(5BB)
11203,4j0z,7.11,(1H5)
11204,4o10,7.11,(2QF)
11205,4obo,7.11,(2QV)
11206,4xe1,7.11,(IL5)
11207,4zx4,7.11,(4TL)
11208,5djv,7.11,(5BL)
11209,5k4j,7.11,(6QB)
11210,5mi7,7.11,(OAN)
11211,5mqy,7.11,(GH4)
11212,5t1w,7.11,(74B)
11213,5ula,7.11,(5MJ)
11214,5vc3,7.11,(DB8)
11215,5vm6,7.11,(9EG)
11218,5x4q,7.11,(7Z6)
11220,6ht1,7.11,(GQ5)
11224,1nz7,7.12,(901)
11225,1xd0,7.12,(ARE)
11226,1z95,7.12,(198)
11227,2pov,7.12,(I7B)
11228,2wey,7.12,(EV1)
11229,2x2r,7.12,(X2O)
11230,3bcn,7.12,(E64)
11231,3d2t,7.12,(1FL)
11232,3dbs,7.12,(GD9)
11233,3dx4,7.12,(GOO)
11235,3hww,7.12,(AKG)
11236,3kej,7.12,(3EJ)
11237,3nzs,7.12,(NZS)
11238,3p5k,7.12,(P5K)
11239,3w32,7.12,(W32)
11240,4bzs,7.12,(K26)
11241,4caf,7.12,(370)
11242,4daf,7.12,(0J4)
11243,4e0x,7.12,(KAI)
11245,4k9h,7.12,(1QU)
11246,4mgv,7.12,(D5I)
11247,4mwx,7.12,(ZMR)
11248,4ng9,7.12,(2KE)
11249,4r5n,7.12,(3J9)
11250,4rj6,7.12,(3R0)
11251,4xjs,7.12,(733)
11252,4yps,7.12,(4F6)
11253,5agt,7.12,(A2H)
11255,5k0j,7.12,(6P2)
11258,5upj,7.12,(UIN)
11259,5v7w,7.12,(91J)
11261,5xii,7.12,(86X)
11262,6cgp,7.12,(F1Y)
11263,6cz4,7.12,(FKY)
11264,6hth,7.12,(GQN)
11265,1o39,7.13,(780)
11266,1o3b,7.13,(780)
11267,1o3c,7.13,(780)
11268,1o3d,7.13,(780)
11269,2j7d,7.13,(GI1)
11270,3f81,7.13,(STT)
11271,3gcv,7.13,(SS6)
11272,3rtn,7.13,(RTN)
11273,3v5g,7.13,(0F3)
11274,3zc5,7.13,(W9Z)
11275,4arw,7.13,(HNR)
11276,4b6p,7.13,(2HN)
11277,4d1y,7.13,(RBF)
11278,4jsc,7.13,(1OY)
11280,4pte,7.13,(2WF)
11281,4r5w,7.13,(XAV)
11282,4wk7,7.13,(3PQ)
11283,4zbf,7.13,(4M7)
11285,5lom,7.13,(SNW)
11286,1rxp,7.14,(169)
11287,1xuc,7.14,(PB3)
11288,2hwp,7.14,(DJK)
11290,2viw,7.14,(D56)
11291,2vot,7.14,(NHV)
11292,2wou,7.14,(ZZF)
11293,3ddp,7.14,(RC8)
11294,3f3v,7.14,(1BU)
11295,3ffp,7.14,(LC1)
11296,3n7o,7.14,(N7O)
11297,4afe,7.14,(GGY)
11298,4c1e,7.14,(MCO)
11300,4hct,7.14,(18R)
11301,4ks4,7.14,(1SN)
11302,4prj,7.14,(2VU)
11303,4wov,7.14,(3SM)
11304,4xaq,7.14,(40F)
11305,5d10,7.14,(563)
11306,5ehr,7.14,(5OD)
11307,5i2z,7.14,(V24)
11308,5my8,7.14,(RXZ)
11309,5q1f,7.14,(9NJ)
11310,5u7o,7.14,(83J)
11311,5uir,7.14,(8BY)
11312,5ur5,7.14,(8KP)
11313,6epz,7.14,(MLB)
11314,6fng,7.14,(DWT)
11315,6g2n,7.14,(O84)
11316,1dm2,7.15,(HMD)
11317,1elb,7.15,(0Z4)
11320,1pxn,7.15,(CK6)
11322,1z4u,7.15,(PH9)
11323,1zog,7.15,(K37)
11325,2bxu,7.15,(C1D)
11327,2fqx,7.15,(GMP)
11329,2hzi,7.15,(JIN)
11331,2p8h,7.15,(MY9)
11332,2qnn,7.15,(QN1)
11333,2r3n,7.15,(SCZ)
11335,3arp,7.15,(DEQ)
11336,3c49,7.15,(KU8)
11337,3ff6,7.15,(RCP)
11338,3fql,7.15,(79Z)
11339,3h9o,7.15,(9BD)
11340,3hp5,7.15,(52P)
11341,3n9r,7.15,(TD3)
11342,3o86,7.15,(BSF)
11343,3oki,7.15,(OKI)
11344,3qtu,7.15,(X44)
11345,3qtx,7.15,(X43)
11346,3rpv,7.15,(26Z)
11347,3rt6,7.15,(FWD)
11348,3tv8,7.15,(DGJ)
11349,3uli,7.15,(1N3)
11350,3ur0,7.15,(SVR)
11351,4a9t,7.15,(A9T)
11352,4btw,7.15,(JW7)
11354,4eej,7.15,(RET)
11356,4gs6,7.15,(1FM)
11358,4ko8,7.15,(AGS)
11359,4l10,7.15,(A63)
11360,4lwe,7.15,(FJ2)
11361,4no8,7.15,(2LV)
11362,4pct,7.15,(H76)
11363,4prg,7.15,(072)
11364,4qp9,7.15,(35X)
11365,4ran,7.15,(3L6)
11366,4xt2,7.15,(43L)
11367,4y6m,7.15,(48Q)
11368,5al5,7.15,(JL9)
11369,5ct7,7.15,(55J)
11370,5enm,7.15,(5QU)
11371,5fi2,7.15,(5XX)
11372,5hvs,7.15,(65V)
11373,5ijp,7.15,(I6P)
11375,5mts,7.15,(XKA)
11376,5nqr,7.15,(958)
11377,5w4v,7.15,(9WA)
11378,5xih,7.15,(86U)
11379,6afr,7.15,(9E3)
11380,6f3e,7.15,(CJQ)
11381,6fgy,7.15,(D9W)
11382,1epp,7.16,(1Z1)
11383,1f0u,7.16,(RPR)
11384,1oi9,7.16,(N20)
11385,1xuo,7.16,(LA1)
11386,2wuu,7.16,(NHW)
11388,2ycr,7.16,(HCW)
11389,3ewh,7.16,(K11)
11390,3f3d,7.16,(MET)
11391,4ajn,7.16,(88V)
11393,4fc0,7.16,(0T2)
11394,4hvi,7.16,(19S)
11395,4iva,7.16,(1J5)
11397,4qgf,7.16,(32B)
11398,4y6p,7.16,(R77)
11399,5t1u,7.16,(P6U)
11400,5ukj,7.16,(3K6)
11401,6awp,7.16,(FVX)
11402,6ay5,7.16,(C3V)
11404,6f3g,7.16,(CJN)
11405,1g36,7.17,(R11)
11406,1o2h,7.17,(CR3)
11408,1rs4,7.17,(45P)
11409,2a8h,7.17,(4NH)
11410,2bdf,7.17,(24A)
11411,2doo,7.17,(C4H)
11412,2evo,7.17,(CT0)
11413,2i6b,7.17,(89I)
11414,2jk7,7.17,(BI6)
11415,2o22,7.17,(LIU)
11416,2p2h,7.17,(994)
11417,3el4,7.17,(ROC)
11418,3rl3,7.17,(5GP)
11419,3s2p,7.17,(PMU)
11420,3tsk,7.17,(QEG)
11421,3zpq,7.17,(XF5)
11422,4e1n,7.17,(TQX)
11423,4i06,7.17,(X8A)
11424,4i9h,7.17,(1E4)
11425,4l0b,7.17,(1UT)
11426,4nks,7.17,(2M2)
11427,4o0x,7.17,(2OQ)
11428,4zur,7.17,(7XA)
11429,4zyw,7.17,(G94)
11430,4zyz,7.17,(3YD)
11431,5aep,7.17,(QUP)
11432,5bv3,7.17,(M7G)
11434,5h9p,7.17,(TD2)
11435,5jmp,7.17,(LC7)
11436,5q18,7.17,(9MY)
11437,5tks,7.17,(7DL)
11438,5u28,7.17,(82V)
11439,5v0n,7.17,(8W4)
11440,6dcz,7.17,(G5Y)
11441,6g2l,7.17,(EJ8)
11442,6hlx,7.17,(G9Z)
11443,6htg,7.17,(T61)
11445,2a4g,7.18,(UNH)
11446,2a4q,7.18,(FNH)
11447,2q63,7.18,(1UN)
11448,2r4b,7.18,(GW7)
11449,2xj2,7.18,(985)
11450,3bl9,7.18,(DD2)
11451,3i7b,7.18,(BK1)
11452,3igg,7.18,(EFQ)
11453,3jsw,7.18,(JAR)
11454,3w2q,7.18,(HKI)
11455,4ca4,7.18,(KGM)
11456,4l0t,7.18,(1V0)
11458,4q9m,7.18,(2ZW)
11459,4rj5,7.18,(3QY)
11460,5t35,7.18,(759)
11461,5u7i,7.18,(7XS)
11462,5v7i,7.18,(8Z1)
11463,5wex,7.18,(8JS)
11464,5wg5,7.18,(ZSO)
11466,1fcx,7.19,(184)
11467,1gi4,7.19,(122)
11468,1hsl,7.19,(HIS)
11470,1los,7.19,(UP6)
11472,1me3,7.19,(P10)
11473,1me7,7.19,(RVP)
11474,1me8,7.19,(RVP)
11475,1nu1,7.19,(QNO)
11476,1nxy,7.19,(SM2)
11477,1oiy,7.19,(N41)
11478,1q7a,7.19,(OPB)
11479,1w83,7.19,(L11)
11480,1z9y,7.19,(FUN)
11481,2azb,7.19,(3TL)
11482,2cmb,7.19,(F17)
11483,2j4z,7.19,(626)
11484,2j7h,7.19,(AZF)
11485,2rip,7.19,(34Q)
11486,2vew,7.19,(IZ3)
11487,3arf,7.19,(DB3)
11489,3f19,7.19,(HS6)
11490,3f7b,7.19,(AG5)
11491,3f7z,7.19,(34O)
11492,3gdt,7.19,(UP6)
11493,3ips,7.19,(O90)
11495,3o0j,7.19,(3OJ)
11496,3qsd,7.19,(074)
11498,4app,7.19,(N53)
11499,4ega,7.19,(0P8)
11500,4ehg,7.19,(RI9)
11502,4obq,7.19,(2QT)
11503,4p90,7.19,(2K0)
11504,4py1,7.19,(2YK)
11506,4rwk,7.19,(66T)
11507,4zx3,7.19,(4TK)
11508,5am7,7.19,(38O)
11509,5c8m,7.19,(4YW)
11510,5dde,7.19,(5A0)
11511,5e88,7.19,(5KT)
11512,5ha1,7.19,(RNE)
11513,5hoa,7.19,(63K)
11514,5jf1,7.19,(BB2)
11515,5jf4,7.19,(6JT)
11516,5kjm,7.19,(6TM)
11517,5nge,7.19,(8WK)
11518,5t9z,7.19,(78R)
11520,6c7x,7.19,(EO7)
11521,1s50,7.2,(GLU)
11522,1xqc,7.2,(AEJ)
11523,2g8n,7.2,(F83)
11524,2nsx,7.2,(IFM)
11525,2pow,7.2,(I7C)
11526,2pqb,7.2,(GG9)
11527,2xii,7.2,(TA9)
11528,3c79,7.2,(IM4)
11530,3hdn,7.2,(GMG)
11531,3ig7,7.2,(EFP)
11532,3k2f,7.2,(NKX)
11533,3lzb,7.2,(ITI)
11534,3mz6,7.2,(B3N)
11535,3qcx,7.2,(3Q2)
11536,4ark,7.2,(M3K)
11537,4f64,7.2,(0S8)
11538,4g8n,7.2,(G8M)
11539,4igr,7.2,(3ZA)
11540,4msk,7.2,(2C8)
11542,5i43,7.2,(67M)
11543,5jf5,7.2,(7JT)
11544,6c3e,7.2,(EJY)
11545,6ffs,7.2,(D8E)
11546,1gsz,7.21,(R71)
11547,1wun,7.21,(P5B)
11548,2pl0,7.21,(STI)
11549,2q9m,7.21,(LK7)
11550,2wo9,7.21,(068)
11551,2x9f,7.21,(X9F)
11552,2yek,7.21,(EAM)
11553,3br9,7.21,(DEY)
11554,3chr,7.21,(4BS)
11555,3f1a,7.21,(HS7)
11556,3gyn,7.21,(B42)
11557,3if7,7.21,(SPU)
11558,3kga,7.21,(LX9)
11560,3s77,7.21,(EVI)
11561,3v7t,7.21,(0GX)
11562,4a9s,7.21,(RU9)
11563,4av5,7.21,(FYZ)
11564,4b73,7.21,(4VA)
11565,4hw7,7.21,(64M)
11566,4jmx,7.21,(IM2)
11567,4mbj,7.21,(DFS)
11568,4wz8,7.21,(3W7)
11569,4za0,7.21,(PAH)
11570,5bwc,7.21,(HBP)
11571,5g11,7.21,(7H1)
11572,5hzn,7.21,(66A)
11573,5i80,7.21,(67B)
11574,5jf6,7.21,(BB4)
11575,5kly,7.21,(6UR)
11576,5ljj,7.21,(AD5)
11577,5q0s,7.21,(9LJ)
11578,1fvt,7.22,(106)
11580,1lan,7.22,(LEU)
11582,1pxm,7.22,(CK5)
11583,1py2,7.22,(FRH)
11584,1sw2,7.22,(BET)
11585,1uk1,7.22,(FRQ)
11587,2epn,7.22,(NGT)
11592,2hnc,7.22,(1SA)
11594,2r7b,7.22,(253)
11595,2rkn,7.22,(LP3)
11596,2xng,7.22,(A0H)
11598,3cy2,7.22,(MB9)
11599,3cyu,7.22,(0CR)
11600,3cyz,7.22,(9OD)
11601,3dzt,7.22,(EAH)
11602,3hu2,7.22,(AGS)
11603,3in3,7.22,(472)
11604,3k99,7.22,(PFT)
11605,3m35,7.22,(M35)
11606,3m96,7.22,(E38)
11607,3ma3,7.22,(01I)
11608,3pcj,7.22,(INO)
11610,3qem,7.22,(QEM)
11611,3uz5,7.22,(0CU)
11612,3zov,7.22,(WZV)
11613,4a9u,7.22,(A9U)
11614,4ask,7.22,(K0I)
11615,4avg,7.22,(SL6)
11616,4cfe,7.22,(992)
11617,4cra,7.22,(XJ8)
11618,4gfm,7.22,(0X2)
11619,4hxq,7.22,(X8A)
11621,4lyn,7.22,(1YG)
11622,4nb6,7.22,(444)
11623,4nxo,7.22,(2H7)
11624,4o0y,7.22,(2OO)
11625,4pis,7.22,(3FU)
11626,4qr5,7.22,(BNM)
11627,4tmr,7.22,(99S)
11628,4zy2,7.22,(4TL)
11629,5a6a,7.22,(NGT)
11630,5aen,7.22,(DP8)
11631,5aph,7.22,(VYI)
11632,5cw8,7.22,(55X)
11633,5iw0,7.22,(6EP)
11634,5t4v,7.22,(N48)
11635,5tfx,7.22,(7B1)
11636,5v3o,7.22,(8W7)
11637,5wb3,7.22,(GYA)
11638,5we9,7.22,(GY7)
11639,6b30,7.22,(CFG)
11640,6bh1,7.22,(DQG)
11641,6bu1,7.22,(E9S)
11642,6cje,7.22,(F4A)
11643,6dvo,7.22,(HBV)
11644,1h37,7.23,(R02)
11645,1y91,7.23,(CT9)
11646,2cnh,7.23,(IZB)
11647,3f8e,7.23,(TE1)
11648,3n4l,7.23,(842)
11649,4a4x,7.23,(JUP)
11650,4avh,7.23,(FK9)
11651,4djx,7.23,(0KQ)
11652,4dt6,7.23,(6LI)
11653,4lxd,7.23,(1XV)
11654,4pyy,7.23,(V14)
11655,5e2m,7.23,(V14)
11656,5if6,7.23,(3QZ)
11657,5j9f,7.23,(83A)
11658,5kre,7.23,(6WG)
11659,5tq5,7.23,(7GX)
11660,5uwf,7.23,(8Q7)
11661,5ywy,7.23,(7UR)
11662,6g1v,7.23,(E1N)
11663,1db4,7.24,(8IN)
11664,1etz,7.24,(GAS)
11665,1g2l,7.24,(T87)
11666,1oyt,7.24,(FSN)
11667,1y4z,7.24,(PCI)
11668,2gnl,7.24,(H52)
11669,2obo,7.24,(HUD)
11670,2p33,7.24,(J07)
11671,2psv,7.24,(MUV)
11672,2wi7,7.24,(2KL)
11673,3biz,7.24,(61E)
11674,3cbs,7.24,(R12)
11675,3dpe,7.24,(AXB)
11676,3dpf,7.24,(AXB)
11677,3f2a,7.24,(985)
11678,3ikg,7.24,(J8Z)
11679,3kec,7.24,(3KE)
11680,3mww,7.24,(BIW)
11681,3n3g,7.24,(93N)
11682,3o84,7.24,(HTJ)
11683,3o96,7.24,(IQO)
11684,3p3t,7.24,(3M3)
11685,3qrk,7.24,(9DP)
11687,3w69,7.24,(LTZ)
11688,3wzk,7.24,(O23)
11689,4azb,7.24,(OAN)
11690,4dwg,7.24,(0M8)
11691,4fm7,7.24,(0UP)
11692,4ha5,7.24,(13W)
11694,4iq6,7.24,(IQ6)
11695,4kn4,7.24,(1RL)
11696,4mvx,7.24,(C13)
11697,4o0z,7.24,(2RM)
11698,4od9,7.24,(2RZ)
11699,4r75,7.24,(S7P)
11700,4uil,7.24,(QI9)
11701,4w5j,7.24,(AP5)
11702,4y87,7.24,(49E)
11703,4ybs,7.24,(4BK)
11704,4yxu,7.24,(4JE)
11705,5ad1,7.24,(8LC)
11706,5dh4,7.24,(5AV)
11707,5dyy,7.24,(5HH)
11708,5j7f,7.24,(6GG)
11709,5j7g,7.24,(6GG)
11710,5j9y,7.24,(6HL)
11711,5nxw,7.24,(RA9)
11712,5q0w,7.24,(9LV)
11713,5t1t,7.24,(76P)
11714,5tv1,7.24,(IHP)
11715,5vsd,7.24,(9HJ)
11716,5xmx,7.24,(89L)
11717,6cki,7.24,(FZJ)
11719,6g3q,7.24,(FO9)
11720,1ezf,7.25,(IN0)
11722,1u59,7.25,(STU)
11723,1y2h,7.25,(6DE)
11724,2ces,7.25,(GIM)
11725,2gbg,7.25,(1AD)
11726,2ole,7.25,(KR2)
11728,3gcs,7.25,(BAX)
11729,3mhl,7.25,(J71)
11730,3p3r,7.25,(3M1)
11731,3ua9,7.25,(IWR)
11732,4gk3,7.25,(L87)
11733,4og8,7.25,(2SF)
11734,4xx3,7.25,(70X)
11735,5a6i,7.25,(TCW)
11736,5eth,7.25,(5RT)
11737,5ggz,7.25,(6TN)
11739,5tts,7.25,(7KU)
11740,6cz3,7.25,(FLJ)
11741,6db3,7.25,(G54)
11743,1dhi,7.26,(MTX)
11744,1i72,7.26,(MAO)
11745,1mrx,7.26,(K57)
11746,1wv7,7.26,(5PI)
11747,2f8i,7.26,(205)
11748,2qzr,7.26,(S79)
11749,2xib,7.26,(DFU)
11750,3arg,7.26,(DB6)
11751,3cz1,7.26,(NBB)
11752,3gc5,7.26,(2MQ)
11754,3p5o,7.26,(EAM)
11757,3veu,7.26,(0GO)
11758,3vg1,7.26,(0GT)
11759,4d83,7.26,(0GT)
11760,4e1m,7.26,(TQ2)
11761,4efg,7.26,(RET)
11762,4hw2,7.26,(19H)
11763,4hys,7.26,(1BJ)
11765,4lmu,7.26,(QUE)
11766,4ly1,7.26,(20Y)
11767,4nnr,7.26,(FK5)
11768,4q9z,7.26,(PZW)
11769,4zpg,7.26,(4QF)
11770,5hvt,7.26,(NVS)
11771,5l6p,7.26,(6P8)
11772,5n4s,7.26,(R38)
11773,5y6d,7.26,(8PL)
11774,1fdq,7.27,(HXA)
11775,2igx,7.27,(A1T)
11776,2ity,7.27,(IRE)
11777,3fl8,7.27,(RAR)
11779,3pvw,7.27,(QRX)
11781,4itp,7.27,(1GD)
11782,4j17,7.27,(1HQ)
11783,4kn2,7.27,(LYA)
11784,4l0l,7.27,(PFV)
11785,4m6p,7.27,(20R)
11786,4xit,7.27,(40Z)
11787,5hlp,7.27,(65A)
11791,1hii,7.28,(C20)
11792,1kel,7.28,(AAH)
11793,1ppx,7.28,(8OG)
11794,1pun,7.28,(8OG)
11795,1puq,7.28,(8OG)
11796,1pus,7.28,(8OG)
11798,2ceq,7.28,(GIM)
11799,2cgr,7.28,(GAS)
11800,2pql,7.28,(TSS)
11801,2qhz,7.28,(MZ2)
11802,2qoa,7.28,(MAJ)
11803,2w1h,7.28,(L0F)
11804,2yel,7.28,(WSH)
11805,3a6t,7.28,(8OG)
11806,3fl5,7.28,(TXQ)
11808,3k5d,7.28,(XLI)
11809,3o7u,7.28,(O7U)
11810,3sbh,7.28,(E65)
11811,3u4o,7.28,(08E)
11812,3u7l,7.28,(UDB)
11813,3wcf,7.28,(BH8)
11814,4alx,7.28,(IZN)
11816,4m2w,7.28,(ETS)
11817,4puk,7.28,(2WU)
11818,4qjx,7.28,(WWO)
11820,4ryl,7.28,(3ZG)
11821,4xxs,7.28,(SI5)
11822,5cap,7.28,(4ZH)
11823,5cfb,7.28,(SY9)
11824,5i4o,7.28,(V28)
11825,5i7x,7.28,(67B)
11826,5i7y,7.28,(69G)
11827,5ia4,7.28,(88Z)
11828,5isl,7.28,(MMK)
11829,5j7p,7.28,(6H1)
11830,5li3,7.28,(9RB)
11831,5one,7.28,(9YQ)
11832,5opu,7.28,(A3K)
11833,5tzx,7.28,(7OY)
11834,5w12,7.28,(9TG)
11835,5zah,7.28,(30I)
11836,6dm8,7.28,(6AK)
11837,1py5,7.29,(PY1)
11838,3ccz,7.29,(5HI)
11839,3hdz,7.29,(PD6)
11840,3uoj,7.29,(0C5)
11841,4ciz,7.29,(RET)
11842,4do4,7.29,(DJN)
11843,4iwz,7.29,(1GO)
11844,4j0p,7.29,(1H8)
11845,4pf3,7.29,(HFN)
11846,4yv2,7.29,(4K3)
11847,5i23,7.29,(66V)
11848,5opv,7.29,(A3H)
11849,5vii,7.29,(5DY)
11850,5wzr,7.29,(DJN)
11851,5xva,7.29,(8FU)
11852,6cco,7.29,(EXV)
11853,6fa4,7.29,(D1W)
11855,1nhg,7.3,(TCL)
11856,1nj5,7.3,(P5A)
11857,1nju,7.3,(0FP)
