proteinName,affinity,ligandName
1db5,6.82,(6IN)
1drk,6.82,(RIP)
1fhd,6.82,(2-mer)
1fsy,6.82,(105)
1hgt,6.82,(12-mer)
1jeu,6.82,(3-mer)
1k1n,6.82,(CCR)
1lrh,6.82,(NLA)
1n7t,6.82,(7-mer)
1nnu,6.82,(TCT)
1o37,6.82,(653)
1o38,6.82,(653)
1pmv,6.82,(537)
1s9t,6.82,(QUS)
1tr7,6.82,(DEG)
1uwf,6.82,(DEG)
1xh7,6.82,(R96)
2ath,6.82,(3EA)
2b1i,6.82,(93A)
2c94,6.82,(TSF)
2d41,6.82,(SNH)
2etk,6.82,(HFS)
2etr,6.82,(Y27)
2g97,6.82,(DGB)
2jk9,6.82,(15-mer)
2mwy,6.82,(15-mer)
2oxd,6.82,(K32)
2pym,6.82,(1UN)
2r9s,6.82,(255)
2rfh,6.82,(23N)
2v5a,6.82,(LZL)
2v8w,6.82,(MGO)
2wk2,6.82,(3-mer)
2xyd,6.82,(3ES)
2y1d,6.82,(34F)
2ydi,6.82,(YDI)
2zq0,6.82,(ACR)
3cqu,6.82,(CQU)
3dnj,6.82,(10-mer)
3dx2,6.82,(MZB)
3ipe,6.82,(JZE)
3kb3,6.82,(A8S)
3m3x,6.82,(JS7)
3n5e,6.82,(8-mer)
3ncg,6.82,(BK1)
3qbh,6.82,(QBH)
3s75,6.82,(EVG)
3s9t,6.82,(E49)
3t5i,6.82,(9-mer)
3tdz,6.82,(13-mer)
3ufl,6.82,(508)
3uix,6.82,(Q17)
3vf8,6.82,(0JE)
3wzp,6.82,(ZOF)
4c8r,6.82,(6YT)
4cku,6.82,(P2F)
4gkc,6.82,(RET)
4gy5,6.82,(17-mer)
4h4d,6.82,(10E)
4lm5,6.82,(Q17)
4n3r,6.82,(2GU)
4nue,6.82,(NUE)
4oew,6.82,(5IO)
4ow0,6.82,(S88)
4qy3,6.82,(3G1)
4w9s,6.82,(3K1)
5aku,6.82,(29F)
5dt2,6.82,(5EV)
5eud,6.82,(5S6)
5exw,6.82,(7DT)
5he0,6.82,(453)
5htc,6.82,(66M)
5hyq,6.82,(12-mer)
5j75,6.82,(6GQ)
5jc1,6.82,(6JB)
5kr8,6.82,(6WE)
5m34,6.82,(CBY)
5m6h,6.82,(7J6)
5nf5,6.82,(8VN)
5qc4,6.82,(BC7)
5tjx,6.82,(GBT)
5vcv,6.82,(1N1)
5w8i,6.82,(9YD)
5w9g,6.82,(KU2)
5wev,6.82,(9ZS)
5ylv,6.82,(8WX)
6apz,6.82,(BQ4)
6bgy,6.82,(DLJ)
1htf,6.83,(G26)
1tze,6.83,(7-mer)
2gnh,6.83,(H52)
2xnb,6.83,(Y8L)
3deh,6.83,(RXA)
3e6v,6.83,(ABH)
3kvx,6.83,(FMY)
3zo4,6.83,(QWI)
4bcq,6.83,(TJF)
4o91,6.83,(NG2)
4u91,6.83,(11-mer)
1bhx,6.84,(R56)
1me4,6.84,(T10)
2hxq,6.84,(373)
2y5g,6.84,(FJD)
3du8,6.84,(553)
3ewj,6.84,(642)
3lco,6.84,(LC0)
3qio,6.84,(QID)
4kn1,6.84,(04J)
4l0s,6.84,(1UZ)
4l32,6.84,(1VF)
4pul,6.84,(2WU)
5cep,6.84,(50E)
5cnj,6.84,(52Q)
5ezz,6.84,(5T6)
5mae,6.84,(7KN)
5mi3,6.84,(GDP)
5uis,6.84,(8C1)
6csr,6.84,(BHO)
6fr0,6.84,(E3H)
6fyp,6.84,(3NG)
1bap,6.85,(ARA/ARB)
1ele,6.85,(0QN)
1g30,6.85,(T87)
1h3b,6.85,(R46)
1lkk,6.85,(4-mer)
1os5,6.85,(NH1)
1q72,6.85,(COC)
1qyg,6.85,(BCG)
1rv1,6.85,(IMZ)
1sqc,6.85,(LDA)
1tvo,6.85,(FRZ)
1xk9,6.85,(P34)
1xt8,6.85,(CYS)
1yw2,6.85,(PGJ)
2axi,6.85,(10-mer)
2cbr,6.85,(A80)
2fjm,6.85,(073)
2iw6,6.85,(QQ2)
2vgp,6.85,(AD6)
2vto,6.85,(LZ8)
2vtq,6.85,(LZA)
2yc3,6.85,(MW5)
3emh,6.85,(13-mer)
3f5p,6.85,(741)
3g42,6.85,(792)
3h3c,6.85,(P1E)
3iet,6.85,(9-mer)
3n76,6.85,(CA2)
3pn4,6.85,(BB2)
3pz3,6.85,(PZ3)
3qo2,6.85,(15-mer)
3rul,6.85,(7-mer)
3s8o,6.85,(5-mer)
3voz,6.85,(04A)
3wcg,6.85,(BH3)
4b8p,6.85,(12-mer)
4d85,6.85,(0GU)
4g16,6.85,(0VM)
4gye,6.85,(6-mer)
4hki,6.85,(FLN)
4k3h,6.85,(1OM)
4nzm,6.85,(0EJ)
4ool,6.85,(2U2)
4qtn,6.85,(NNR)
4tkg,6.85,(09L)
4w9q,6.85,(3JP)
4x9w,6.85,(5-mer)
4ybm,6.85,(4BJ)
5d7c,6.85,(57W)
5div,6.85,(5BH)
5f1v,6.85,(3VN)
5g1c,6.85,(9RB)
5ie1,6.85,(6BS)
5j64,6.85,(6G7)
5teg,6.85,(8-mer)
5tz3,6.85,(7OM)
6d5e,6.85,(FVG)
6eox,6.85,(BKW)
6fnj,6.85,(DWT)
6fqo,6.85,(E2T)
6iiv,6.85,(A90)
2vd1,6.86,(D28)
3aid,6.86,(ARQ)
3pyy,6.86,(3YY)
5dx4,6.86,(E0C)
5f3e,6.86,(5UO)
5fh7,6.86,(5XL)
5mzg,6.86,(2GE)
5y3o,6.86,(8M9)
6ee3,6.86,(J4V)
1cgl,6.87,(0ED)
2zcr,6.87,(B69)
3c94,6.87,(10-mer)
3mo5,6.87,(E72)
3qin,6.87,(P1Y)
3tmk,6.87,(T5A)
4mhz,6.87,(PBD)
4re4,6.87,(IFM)
4rvr,6.87,(3WQ)
4x1s,6.87,(10-mer)
5j0d,6.87,(6F9)
5nih,6.87,(8VE)
5vr8,6.87,(UDX)
6cis,6.87,(X26)
6gl9,6.87,(F3W)
1i3z,6.88,(14-mer)
1xka,6.88,(4PP)
2c6n,6.88,(LPR)
3oe5,6.88,(611)
3u3u,6.88,(EAH)
4bco,6.88,(T6Q)
4j4n,6.88,(D44)
4k43,6.88,(1PO)
4n4s,6.88,(2H1)
4ui3,6.88,(06R)
4uvc,6.88,(D52)
4wvl,6.88,(3US)
5tci,6.88,(79V)
5xgl,6.88,(17-mer)
5z99,6.88,(SLB)
6el5,6.88,(PU1)
1b3f,6.89,(3-mer)
1fh8,6.89,(2-mer)
1jev,6.89,(3-mer)
1qhr,6.89,(157)
1sb1,6.89,(165)
1uz1,6.89,(IFL)
1v0p,6.89,(PVB)
1vr1,6.89,(10-mer)
1wqv,6.89,(PSM)
2bfq,6.89,(AR6)
2dri,6.89,(RIP)
2e92,6.89,(M0N)
2f34,6.89,(UBA)
2gvz,6.89,(ONA)
2iu0,6.89,(203)
2jnp,6.89,(NGH)
2r3w,6.89,(G3G)
2vk2,6.89,(GZL)
2wks,6.89,(CB6)
2x38,6.89,(IC8)
2xu5,6.89,(XU5)
2y57,6.89,(V37)
2yiu,6.89,(SMA)
2ym7,6.89,(YM7)
2yol,6.89,(EBN)
3f0r,6.89,(TSN)
3fvg,6.89,(MS8)
3fxz,6.89,(FLL)
3hu1,6.89,(AGS)
3hu3,6.89,(AGS)
3jya,6.89,(LWG)
3kvw,6.89,(IRB)
3l4x,6.89,(NR3)
3ljt,6.89,(LA3)
3psl,6.89,(6-mer)
3py0,6.89,(SU9)
3py1,6.89,(SU9)
3qip,6.89,(P4Y)
3r4n,6.89,(FU5)
3rak,6.89,(03Z)
3tib,6.89,(LVO)
3vsw,6.89,(R31)
3zrk,6.89,(ZRK)
3zrm,6.89,(ZRM)
4al4,6.89,(W7E)
4awk,6.89,(CI1)
4bo4,6.89,(36G)
4dvf,6.89,(7-mer)
4g4p,6.89,(GLN)
4hn2,6.89,(0EJ)
4ks5,6.89,(1SO)
4o76,6.89,(1M3)
4op1,6.89,(2UW)
4x8v,6.89,(3Z9)
4yik,6.89,(2O2)
4yw7,6.89,(4J0)
4zuq,6.89,(6XA)
5ee8,6.89,(ZXM)
5ewj,6.89,(QEL)
5f67,6.89,(19-mer)
5h4j,6.89,(FKM)
5he2,6.89,(F0S)
5hfu,6.89,(603)
5j5r,6.89,(6G1)
5jic,6.89,(N7E)
5kj0,6.89,(6TB)
5l2m,6.89,(6ZY)
5x9p,6.89,(80L)
5yg2,6.89,(N05)
6glb,6.89,(F48)
1k1l,6.9,(FD3)
2hwo,6.9,(RBS)
2p3g,6.9,(F10)
2w6n,6.9,(OA2)
3a2c,6.9,(PDY)
3cow,6.9,(52H)
3dy6,6.9,(DY6)
3gbb,6.9,(MS8)
3qo3,6.9,(ATP)
3uyr,6.9,(8-mer)
4fz6,6.9,(0VG)
4j4o,6.9,(D44)
4rh5,6.9,(9-mer)
4vgc,6.9,(SRD)
4zzx,6.9,(FSU)
5f3g,6.9,(5UL)
5w6i,6.9,(12-mer)
6q73,6.9,(HKK)
2hha,6.91,(3TP)
2ito,6.91,(IRE)
3evc,6.91,(GTP)
3evd,6.91,(GTP)
3kbz,6.91,(2T4)
3wde,6.91,(7-mer)
4bcm,6.91,(T7Z)
4jx7,6.91,(1N6)
5can,6.91,(4ZB)
5cqt,6.91,(EB3)
5nra,6.91,(95K)
5tq6,6.91,(7GV)
6hu0,6.91,(T86)
1a37,6.92,(15-mer)
1a9m,6.92,(U0E)
1b39,6.92,(ATP)
1d4w,6.92,(11-mer)
1jbd,6.92,(14-mer)
1k6v,6.92,(XN2)
1m9n,6.92,(XMP)
1o2j,6.92,(656)
1o2k,6.92,(656)
1o4a,6.92,(197)
1ph0,6.92,(418)
1pkx,6.92,(XMP)
1swr,6.92,(BTN)
1vj5,6.92,(CIU)
2a3x,6.92,(CPK)
2d3u,6.92,(CCT)
2foy,6.92,(B30)
2g78,6.92,(REA)
2g79,6.92,(RET)
2o9j,6.92,(CZA)
2oa0,6.92,(CZA)
2uy0,6.92,(HV1)
2uzb,6.92,(C75)
2xcn,6.92,(C8D)
3bl0,6.92,(BL0)
3bu8,6.92,(19-mer)
3ccn,6.92,(LKG)
3cwe,6.92,(825)
3e7o,6.92,(35F)
3ej1,6.92,(5BP)
3ipx,6.92,(B86)
3jpv,6.92,(1DR)
3kl8,6.92,(18-mer)
3lir,6.92,(EEC)
3lok,6.92,(DJK)
3lp1,6.92,(LP8)
3lpj,6.92,(Z75)
3r04,6.92,(UNQ)
3r0i,6.92,(C0K)
3r1v,6.92,(AZB)
3rz9,6.92,(13-mer)
3u6w,6.92,(KIV)
3uex,6.92,(STE)
3wdz,6.92,(14-mer)
3wfg,6.92,(WFG)
3wto,6.92,(N2Y)
4bfy,6.92,(ZVY)
4bo8,6.92,(34X)
4gsy,6.92,(0Y5)
4i47,6.92,(MY6)
4imz,6.92,(4-mer)
4jg7,6.92,(1LC)
4k10,6.92,(NI9)
4na4,6.92,(A1R)
4pgd,6.92,(9-mer)
4po0,6.92,(NPS)
4pz5,6.92,(16-mer)
4qtl,6.92,(WWO)
4tn2,6.92,(33J)
4u0e,6.92,(1B0)
4wm9,6.92,(NXL)
4wwp,6.92,(3VE)
4yll,6.92,(4E3)
5ci7,6.92,(51W)
5d45,6.92,(57P)
5f2f,6.92,(5U7)
5i58,6.92,(67R)
5jbi,6.92,(6J8)
5kkr,6.92,(6U7)
5km5,6.92,(TR5)
5lz9,6.92,(7BR)
5m3b,6.92,(CBY)
5q1e,6.92,(9NG)
6bsk,6.92,(MVG)
6d5h,6.92,(FV7)
1oeb,6.93,(13-mer)
2weo,6.93,(FBW)
3bh9,6.93,(10-mer)
3svj,6.93,(4LI)
4e93,6.93,(GUI)
4y67,6.93,(RC5)
2z7h,6.94,(GG3)
3rwi,6.94,(10-mer)
3svv,6.94,(VSP)
4f9w,6.94,(LM4)
4l34,6.94,(1VG)
4nru,6.94,(2NG)
4og7,6.94,(2SE)
4pkb,6.94,(MAY)
4rn4,6.94,(3T7)
4w4v,6.94,(3H8)
4wk2,6.94,(6-mer)
4xir,6.94,(40X)
5knj,6.94,(6UX)
5yjy,6.94,(8WF)
6hsz,6.94,(GOW)
1kmv,6.95,(LII)
1tcx,6.95,(IM1)
2hiz,6.95,(LIJ)
2igy,6.95,(A2T)
3dct,6.95,(064)
3ho2,6.95,(N32)
3luo,6.95,(6-mer)
4i9r,6.95,(RET)
4k9y,6.95,(K9Y)
4odl,6.95,(16-mer)
4q4s,6.95,(S98)
4qir,6.95,(379)
4qw4,6.95,(3BV)
4wyo,6.95,(3W2)
5am4,6.95,(MVJ)
5h0g,6.95,(OOU)
5i59,6.95,(67Q)
6b1c,6.95,(C9J)
1atr,6.96,(ADP)
1bm2,6.96,(7-mer)
1c5c,6.96,(TK4)
1d3v,6.96,(ABH)
1ent,6.96,(0EM)
1gj8,6.96,(133)
1gux,6.96,(9-mer)
1gvw,6.96,(0EM)
1juj,6.96,(LYA)
1mto,6.96,(F6P)
1n3w,6.96,(MAL)
1oyq,6.96,(T87)
1r58,6.96,(AO5)
1u0h,6.96,(ONM)
1x8j,6.96,(AOI)
2anl,6.96,(JE2)
2cng,6.96,(IZE)
2e93,6.96,(B29)
2ieh,6.96,(MOY)
2ojf,6.96,(4PY)
2xwd,6.96,(LGS)
3bjc,6.96,(WAN)
3cth,6.96,(319)
3exe,6.96,(TPP)
3jzq,6.96,(12-mer)
3lp0,6.96,(LP7)
3lq5,6.96,(SLQ)
3p78,6.96,(P78)
3pn1,6.96,(IVH)
3qtf,6.96,(05S)
3r5j,6.96,(6-mer)
3tv4,6.96,(TV4)
4cg8,6.96,(G8S)
4dai,6.96,(0J5)
4i54,6.96,(1C1)
4jyb,6.96,(GNP)
4loh,6.96,(1SY)
4pzw,6.96,(2X4)
4rpn,6.96,(PCI)
5cst,6.96,(CDP)
5fat,6.96,(602)
5gso,6.96,(5GI)
5i8b,6.96,(69F)
5icx,6.96,(16-mer)
5j5t,6.96,(6G2)
5j71,6.96,(P35)
5l13,6.96,(6ZE)
5lh4,6.96,(6W4)
5m63,6.96,(7-mer)
5mhq,6.96,(8QT)
5ncq,6.96,(8T8)
5qcm,6.96,(BVJ)
5t31,6.96,(75F)
5v35,6.96,(FAR)
5wdj,6.96,(AEY)
5yfz,6.96,(8UO)
6apv,6.96,(3L4)
6bl1,6.96,(DWG)
6bnl,6.96,(QWV)
6ft9,6.96,(E6W)
2k0g,6.97,(CMP)
3hy7,6.97,(097)
3r7q,6.97,(FAV)
3t84,6.97,(SG6)
4li6,6.97,(1XO)
4nj9,6.97,(2M9)
4xar,6.97,(40F)
5ul5,6.97,(8D7)
5umy,6.97,(TNN)
5usz,6.97,(SKE)
5zag,6.97,(94I)
6c5t,6.97,(EKP)
1biw,6.98,(S80)
1my4,6.98,(IWD)
2fme,6.98,(3QC)
2w54,6.98,(HHR)
3hv8,6.98,(C2E)
3t83,6.98,(MG5&SG5)
4att,6.98,(HNV)
4av0,6.98,(HNV)
4ckr,6.98,(DI1)
4oc4,6.98,(2QN)
5ajw,6.98,(S6L)
5j3v,6.98,(17-mer)
5vgi,6.98,(9DJ)
5vs6,6.98,(9QD)
6eif,6.98,(B5T)
2iw8,6.99,(4SP)
2y6s,6.99,(17-mer)
3l6f,6.99,(15-mer)
3slz,6.99,(3TL)
3t2v,6.99,(KKJ)
4aza,6.99,(14-mer)
4bcs,6.99,(BTN)
4es0,6.99,(14-mer)
4fai,6.99,(PBD)
4fbe,6.99,(PBD)
4w4x,6.99,(3HN)
5xpn,6.99,(8BO)
6b3e,6.99,(CJM)
6bnk,6.99,(AGH)
1ch8,7,(GPX)
1fki,7,(SB1)
1fpc,7,(0ZI)
1gj6,7,(132)
1iep,7,(STI)
1is0,7,(4-mer)
1kc5,7,(15-mer)
1kcs,7,(15-mer)
1lf3,7,(EH5)
1m74,7,(ADP)
1oth,7,(PAO)
1pqc,7,(444)
1tyr,7,(REA)
1unh,7,(IXM)
1vru,7,(AAP)
1vyj,7,(16-mer)
1yvf,7,(PH7)
1zoh,7,(K44)
2a2g,7,(LEO)
2buc,7,(008)
2gm1,7,(2AZ)
2gvd,7,(128)
2gyi,7,(HYA)
2j7g,7,(GI4)
2p0d,7,(I3P)
2qc6,7,(G12)
2r3k,7,(SCQ)
2r3l,7,(SCW)
2rjp,7,(886)
2veu,7,(IZ1)
2wzf,7,(UDP-BGC)
2z7i,7,(742)
2zu5,7,(ZU5)
3bbb,7,(2-mer)
3db8,7,(1FR)
3di6,7,(PDZ)
3drf,7,(8-mer)
3drg,7,(9-mer)
3dux,7,(64U)
3fsm,7,(2NC)
3g15,7,(HC6)
3g2t,7,(13-mer)
3hd3,7,(25B)
3hzy,7,(KDA&KDO)
3kdm,7,(TES)
3kx1,7,(KX1)
3l38,7,(879)
3l4y,7,(NR4)
3l8s,7,(BFF)
3m2u,7,(TXZ)
3mb6,7,(01I)
3mhm,7,(J75)
3pix,7,(027)
3poa,7,(12-mer)
3qaq,7,(QAQ)
3qj9,7,(QJ9)
3ral,7,(04Z)
3rse,7,(3-mer)
3t82,7,(SG4)
3u9n,7,(09H)
3uvo,7,(11-mer)
3wtm,7,(N1Y)
3wzn,7,(BTN)
3zya,7,(2A8)
3zyu,7,(1GH)
4a7j,7,(16-mer)
4ayr,7,(IFL)
4b6o,7,(3DQ)
4bo7,7,(J2T)
4bxu,7,(15-mer)
4dew,7,(LU2)
4fcq,7,(2N6)
4fhi,7,(0S4)
4gs8,7,(MGJ)
4i7d,7,(14-mer)
4i7f,7,(NVE)
4idt,7,(T28)
4kom,7,(4-mer)
4ncm,7,(704)
4oel,7,(2-mer)
4r3c,7,(3GF)
4rfy,7,(3OU)
4riv,7,(LSA)
4tsz,7,(6-mer)
4uco,7,(D41)
4wq3,7,(3SU-3SU)
4x0f,7,(ROL)
4ybt,7,(4BV)
4ymj,7,(4EJ)
4yve,7,(4KK)
4zlz,7,(4RV)
4zz0,7,(3YE)
5boj,7,(4TX)
5d47,7,(L19)
5edb,7,(5M8)
5ei6,7,(5OQ)
5fl4,7,(9FK)
5g22,7,(YN4)
5g2b,7,(LQY)
5gvk,7,(G45)
5jyp,7,(ZBS)
5kbq,7,(IPV)
5l8c,7,(908)
5l9i,7,(SNW)
5mev,7,(7LW)
5mwy,7,(YNU)
5sz6,7,(72G)
5usq,7,(8LY)
5wg4,7,(AFV)
5wzu,7,(7W3)
6afl,7,(73H)
6ct7,7,(11-mer)
6d59,7,(FVJ)
6eo8,7,(2FN)
6hdq,7,(FZE)
6msy,7,(4-mer)
6mub,7,(5-mer)
1u32,7.01,(OKA)
1x8b,7.01,(824)
2b8v,7.01,(3BN)
2zmd,7.01,(537)
3atw,7.01,(5-mer)
3eou,7.01,(PK3)
3nht,7.01,(U46)
4d8e,7.01,(E64)
4mq2,7.01,(2C4)
4ux4,7.01,(E9L)
5byy,7.01,(4WG)
5d29,7.01,(5Q1)
6fs1,7.01,(E4Q)
6hti,7.01,(GQW)
1ypj,7.02,(UIB)
2b55,7.02,(D31)
2btr,7.02,(U73)
2vwl,7.02,(LZH)
2yj9,7.02,(YJ9)
2yjb,7.02,(YJ9)
3cdb,7.02,(9HI)
3hv5,7.02,(R24)
3igp,7.02,(DT7)
3n4b,7.02,(WWZ)
3nzc,7.02,(D2O)
3pbb,7.02,(PBD)
3r92,7.02,(06J)
3w0l,7.02,(F6R)
4bfd,7.02,(8T3)
4dum,7.02,(HLI)
4mw9,7.02,(2EJ)
5bns,7.02,(4VM)
5f4r,7.02,(5VF)
5f4u,7.02,(5VH)
1b1h,7.03,(3-mer)
1wtg,7.03,(3BP)
2vwm,7.03,(LZI)
3dsu,7.03,(FPP)
3eyf,7.03,(11-mer)
3fxv,7.03,(643)
3gnv,7.03,(XNZ)
3hyg,7.03,(099)
3ohf,7.03,(3HF)
4ajo,7.03,(88N)
4av4,7.03,(FVQ)
4fxz,7.03,(LEU)
4jpc,7.03,(1M6)
4ql1,7.03,(35Q)
4rj3,7.03,(3QS)
5ai5,7.03,(BSU)
5ap3,7.03,(AU5)
5epl,7.03,(6-mer)
5g2n,7.03,(6E2)
5hz9,7.03,(5M8)
5vsf,7.03,(9HG)
6b2c,7.03,(C9Y)
6hsk,7.03,(GOK)
1gnj,7.04,(ACD)
1nyx,7.04,(DRF)
2aov,7.04,(C2M)
2wti,7.04,(WTI)
3bgp,7.04,(VX1)
3mtw,7.04,(M3R)
3oqf,7.04,(S51)
3r91,7.04,(06H)
3shy,7.04,(5FO)
3t0t,7.04,(I30)
3vfj,7.04,(7-mer)
3wi2,7.04,(P98)
3ws9,7.04,(X4D)
3wtl,7.04,(N1Y)
3wtn,7.04,(N2Y)
4lnw,7.04,(T3)
4n6y,7.04,(2HV)
4p6x,7.04,(HCY)
4tpt,7.04,(35H)
4yxo,7.04,(4JC)
5ddc,7.04,(59V)
5lgp,7.04,(13-mer)
5q13,7.04,(9MD)
6ezh,7.04,(C6H)
1b5i,7.05,(3-mer)
1ci7,7.05,(CB3)
1g7p,7.05,(9-mer)
1nox,7.05,(FMN)
1xug,7.05,(BAB)
2bq7,7.05,(IID)
2bub,7.05,(FPB)
2fts,7.05,(13-mer)
2g1y,7.05,(5IG)
2h03,7.05,(3UN)
2jxr,7.05,(2Z3)
2vwy,7.05,(7X5)
2wer,7.05,(RDC)
2wxo,7.05,(ZZP)
3ahn,7.05,(3A1)
3aho,7.05,(3A2)
3i4y,7.05,(35C)
3q4k,7.05,(6-mer)
3s0d,7.05,(CTV)
3sfh,7.05,(1DI)
3v7s,7.05,(36F)
3wch,7.05,(8PH)
3zhz,7.05,(FM7)
4bhi,7.05,(RUJ)
4e3h,7.05,(HQE)
4eny,7.05,(J19)
4gjc,7.05,(0MJ)
4h3j,7.05,(10W)
4hg7,7.05,(NUT)
4j1p,7.05,(1K0)
4mwy,7.05,(LNV)
4qzs,7.05,(JQ1)
4zsh,7.05,(4XW)
5bui,7.05,(4V9)
5fd2,7.05,(5XJ)
5gvn,7.05,(G6F)
5lgq,7.05,(11-mer)
5lli,7.05,(6Z3)
5m5q,7.05,(7K1)
5nvx,7.05,(4YY)
5ux4,7.05,(3UT)
6c0s,7.05,(EEJ)
6f5h,7.05,(CQ5)
6h41,7.05,(18-mer)
6i3s,7.05,(H28)
1bwn,7.06,(4IP)
1ui0,7.06,(URA)
2duv,7.06,(371)
2eep,7.06,(AIO)
2q8g,7.06,(AZX)
2zsc,7.06,(BTN)
3fh5,7.06,(24P)
3k3h,7.06,(BYE)
3po6,7.06,(DT9)
3s3n,7.06,(DLU)
4cwq,7.06,(W2D)
4dxg,7.06,(4-mer)
4erz,7.06,(14-mer)
4j3e,7.06,(NUT)
4lxm,7.06,(1YU)
4mro,7.06,(MG0)
4ui6,7.06,(ECZ)
4zzz,7.06,(FSU)
5a6h,7.06,(OE2)
5e2r,7.06,(520)
5ezx,7.06,(5T5)
5lgs,7.06,(9-mer)
5ur6,7.06,(8KM)
5uxf,7.06,(2BA)
5zc5,7.06,(09I)
1ydd,7.07,(AZM)
1zsh,7.07,(IHP)
2aei,7.07,(03R)
2ate,7.07,(NIA)
2f9k,7.07,(ZOL)
2oc4,7.07,(IMH)
2oji,7.07,(33A)
2wd3,7.07,(MS4)
3cl0,7.07,(G39)
3ryv,7.07,(RYV)
3u7k,7.07,(MDB)
4aom,7.07,(18-mer)
4bb2,7.07,(STR)
4ju3,7.07,(1O1)
4jve,7.07,(1MQ)
4nud,7.07,(NUD)
4oc5,7.07,(2QM)
4oc6,7.07,(2S1)
4po7,7.07,(13-mer)
4qew,7.07,(31P)
4qkx,7.07,(35V)
4qmw,7.07,(KS1)
4wmy,7.07,(3S6)
4xiq,7.07,(40Y)
5ak5,7.07,(V2Z)
5akl,7.07,(6N8)
5alh,7.07,(4UA)
5ali,7.07,(Q3B)
5alp,7.07,(QYD)
5alr,7.07,(8TM)
5f5z,7.07,(5VY)
5gs4,7.07,(10-mer)
5hva,7.07,(DUP)
5hz5,7.07,(65X)
5mpn,7.07,(YE5)
1ga9,7.08,(ETP)
1xpz,7.08,(4TZ)
2hnx,7.08,(PLM)
2ogz,7.08,(U1N)
2w06,7.08,(FRV)
3k3a,7.08,(G39)
3rkz,7.08,(06T)
3rlp,7.08,(3RP)
3ty0,7.08,(082)
4daw,7.08,(0H2)
4emf,7.08,(M7G)
4gdy,7.08,(0X1)
4u6y,7.08,(15-mer)
4v25,7.08,(SZ6)
4wag,7.08,(3K7)
4yw6,7.08,(G0P)
5dd0,7.08,(13-mer)
5l2s,7.08,(6ZV)
5t1s,7.08,(76Q)
5xpo,7.08,(8BL)
1lpg,7.09,(IMA)
1yq7,7.09,(RIS)
2bz6,7.09,(346)
2of4,7.09,(979)
2wd1,7.09,(ZZY)
3er3,7.09,(0EL)
3f7h,7.09,(419)
3fqk,7.09,(79Z)
3gol,7.09,(XND)
3wf5,7.09,(FZ8)
4awp,7.09,(99A)
4c1u,7.09,(3-mer)
4ghi,7.09,(0X3)
4jkt,7.09,(04A)
5ddb,7.09,(59Q)
5gsa,7.09,(73K)
5k0h,7.09,(6PK)
5lgr,7.09,(12-mer)
5lqq,7.09,(72P)
5nme,7.09,(9-mer)
5npb,7.09,(93Z)
5y8y,7.09,(8PX)
6hrq,7.09,(GM5)
1b32,7.1,(3-mer)
1bmm,7.1,(BM2)
1iau,7.1,(5-mer)
1j81,7.1,(15-mer)
1lhg,7.1,(DI5)
1o6r,7.1,(R19)
1t4e,7.1,(DIZ)
1vrt,7.1,(NVP)
2b1z,7.1,(17M)
2e95,7.1,(B75)
2ewp,7.1,(TXF)
2f7i,7.1,(26C)
2fou,7.1,(B22)
2fq6,7.1,(P3F)
2iku,7.1,(LIY)
2il2,7.1,(LIX)
2pe0,7.1,(39Z)
2uvm,7.1,(GVF)
2v57,7.1,(PRL)
2vle,7.1,(DZN)
2wjg,7.1,(GDP)
2x6w,7.1,(4-mer)
2xx4,7.1,(13I)
2y34,7.1,(UN9)
2y6d,7.1,(TQJ)
2yig,7.1,(5EL)
3ebi,7.1,(BEY)
3hky,7.1,(IX6)
3ouh,7.1,(014)
3p55,7.1,(670)
3s7l,7.1,(591)
3tfv,7.1,(2CN)
3udd,7.1,(34M)
3uo9,7.1,(04A)
3w55,7.1,(1FM)
3zdg,7.1,(XRX)
3zo2,7.1,(15I)
4aof,7.1,(7L0)
4azg,7.1,(OAN)
4b1c,7.1,(1B1)
4bbh,7.1,(YBN)
4bny,7.1,(36I)
4bo5,7.1,(WI4)
4crd,7.1,(OTJ)
4f7n,7.1,(0SV)
4hy9,7.1,(12-mer)
4piq,7.1,(3FS)
4qjr,7.1,(PIZ)
4rad,7.1,(3L5)
4ryc,7.1,(3ZK)
4tyo,7.1,(39X)
4uj2,7.1,(NVV)
4w97,7.1,(UCA)
4ymx,7.1,(ARG)
4zx8,7.1,(4TY)
5da3,7.1,(58V)
5dw1,7.1,(5GD)
5eec,7.1,(ZXM)
5f3i,7.1,(5UJ)
5l9l,7.1,(GOP)
5law,7.1,(6SJ)
5n2f,7.1,(8HW)
5t27,7.1,(74F)
5v86,7.1,(8ZA)
5vd2,7.1,(34W)
5y3n,7.1,(8MF)
5ypo,7.1,(15-mer)
6b5j,7.1,(CV4)
6bfx,7.1,(DKJ)
6hm7,7.1,(GDH)
2gmx,7.11,(877)
3e64,7.11,(5B3)
3u15,7.11,(03M)
3v2w,7.11,(ML5)
4acx,7.11,(S8Z)
4dpi,7.11,(0N1)
4h1m,7.11,(0YJ)
4ia0,7.11,(5BB)
4j0z,7.11,(1H5)
4o10,7.11,(2QF)
4obo,7.11,(2QV)
4xe1,7.11,(IL5)
4zx4,7.11,(4TL)
5djv,7.11,(5BL)
5k4j,7.11,(6QB)
5mi7,7.11,(OAN)
5mqy,7.11,(GH4)
